Participant,IT1,IT2,Key,rubric,accuracy,RT
46,y,p,m,0,0,5.171
46,f,f,m,1,1,3.836
46,d,d,m,1,1,5.027
46,y,y,m,1,1,5.203
46,d,j,n,0,1,5.916
46,n,z,m,0,0,5.494
46,p,b,n,0,1,4.96
46,i,i,m,1,1,5.956
46,f,o,n,0,1,5.76
46,s,s,m,1,1,4.767
46,e,e,m,1,1,3.18
46,z,b,n,0,1,2.935
46,n,a,n,0,1,3.185
46,i,i,m,1,1,3.484
46,j,j,m,1,1,3.321
46,d,h,m,0,0,4.526
46,s,z,m,0,0,4.97
46,h,k,n,0,1,4.124
46,m,m,n,1,0,3.133
46,s,s,m,1,1,4.867
46,x,l,n,0,1,3.368
46,m,v,m,0,0,4.641
46,z,l,n,0,1,4.319
46,e,t,m,0,0,4.716
46,o,z,m,0,0,3.907
46,j,b,m,0,0,3.988
46,v,v,m,1,1,5.203
46,k,d,n,0,1,5.182
46,x,x,n,1,0,5.008
46,k,n,n,0,1,3.891
46,f,f,m,1,1,2.852
46,v,v,n,1,0,3.169
46,x,x,m,1,1,3.631
46,h,h,m,1,1,3.106
46,j,j,m,1,1,4.171
46,j,j,m,1,1,3.135
46,z,z,m,1,1,4.628
46,e,e,n,1,0,4.068
46,a,d,n,0,1,4.467
46,m,i,n,0,1,5.155
46,n,n,m,1,1,5.076
46,e,q,n,0,1,2.827
46,r,r,n,1,0,2.877
46,w,h,m,0,0,3.673
46,p,v,m,0,0,3.385
46,a,a,m,1,1,3.059
46,h,i,m,0,0,3.472
46,r,r,m,1,1,3.643
46,t,t,m,1,1,3.758
46,r,l,n,0,1,4.163
46,b,b,m,1,1,4.51
46,s,e,n,0,1,4.392
46,c,x,n,0,1,5.035
46,s,s,m,1,1,4.931
46,r,c,n,0,1,2.636
46,r,f,n,0,1,2.763
46,v,q,m,0,0,3.087
46,n,r,m,0,0,3.316
46,m,m,m,1,1,3.62
46,k,k,n,1,0,3.827
46,p,p,n,1,0,4.484
46,l,l,m,1,1,4.379
46,e,e,m,1,1,3.7
46,x,x,m,1,1,4.307
46,c,c,m,1,1,3.891
46,o,o,m,1,1,3.126
46,w,w,m,1,1,2.74
46,k,k,m,1,1,2.692
46,h,t,m,0,0,2.731
46,d,m,m,0,0,2.628
46,n,q,m,0,0,3.101
46,h,u,m,0,0,3.553
46,n,g,m,0,0,3.395
46,x,a,n,0,1,3.66
46,o,o,m,1,1,3.627
46,f,n,n,0,1,3.876
46,c,r,n,0,1,4.16
46,s,u,n,0,1,2.728
46,n,n,m,1,1,2.996
46,c,w,m,0,0,3.355
46,t,s,m,0,0,4.522
46,d,d,m,1,1,2.321
46,d,c,n,0,1,2.609
46,i,i,m,1,1,2.889
46,a,h,n,0,1,3.443
46,x,k,n,0,1,3.932
46,p,p,m,1,1,3.811
46,s,f,n,0,1,3.244
46,k,k,m,1,1,3.155
46,q,q,n,1,0,4.89
46,y,y,m,1,1,4.31
46,c,c,n,1,0,3.891
46,o,j,n,0,1,3.787
46,x,f,m,0,0,3.777
46,a,a,m,1,1,5.687
46,q,l,n,0,1,2.366
46,p,p,n,1,0,2.276
46,q,q,m,1,1,1.988
46,v,v,m,1,1,2.372
46,s,s,n,1,0,2.406
46,o,o,m,1,1,2.799
46,a,k,n,0,1,2.036
46,g,g,m,1,1,2.074
46,b,t,n,0,1,2.186
46,d,u,n,0,1,2.451
46,b,x,m,0,0,2.463
46,c,c,n,1,0,1.931
46,a,n,n,0,1,3.075
46,c,q,n,0,1,1.444
46,k,w,n,0,1,1.216
46,n,n,n,1,0,1.319
46,x,p,n,0,1,1.563
46,u,u,n,1,0,1.387
46,r,r,n,1,0,1.883
46,k,k,m,1,1,1.517
46,l,o,n,0,1,1.841
46,g,u,n,0,1,1.971
46,l,l,n,1,0,1.227
46,a,i,n,0,1,1.508
46,z,g,n,0,1,1.352
46,r,v,n,0,1,1.811
46,z,z,m,1,1,1.208
46,h,g,n,0,1,1.215
46,i,c,n,0,1,1.879
46,y,e,n,0,1,1.898
46,k,j,n,0,1,1.443
46,d,d,n,1,0,1.709
46,y,y,n,1,0,1.663
46,h,h,n,1,0,1.42
46,z,q,n,0,1,1.459
46,p,p,n,1,0,1.225
46,k,r,n,0,1,1.832
46,y,k,n,0,1,1.42
46,w,u,n,0,1,2.122
46,w,w,m,1,1,1.42
46,n,n,n,1,0,1.616
46,l,i,n,0,1,2.871
46,f,f,m,1,1,1.472
46,v,d,n,0,1,0.891
46,z,z,n,1,0,0.822
46,b,y,n,0,1,0.944
46,v,i,m,0,0,0.932
46,q,d,n,0,1,1.309
46,l,l,m,1,1,1.033
46,n,h,n,0,1,1.489
46,u,b,m,0,0,1.197
46,p,u,m,0,0,1.77
46,o,o,m,1,1,1.465
46,s,s,m,1,1,1.425
46,t,t,m,1,1,1.4
46,e,e,m,1,1,1.352
46,g,g,m,1,1,1.251
46,l,l,m,1,1,1.347
46,g,g,m,1,1,1.291
46,j,n,m,0,0,1.823
46,v,v,n,1,0,1.939
46,f,d,n,0,1,1.643
46,m,m,m,1,1,2.024
46,x,b,n,0,1,1.491
46,t,q,m,0,0,1.563
46,x,x,m,1,1,1.655
46,a,a,m,1,1,1.515
46,f,i,m,0,0,1.375
46,s,v,m,0,0,1.438
46,m,n,m,0,0,1.427
46,l,l,m,1,1,1.285
46,a,s,n,0,1,1.331
46,u,f,n,0,1,1.652
46,g,g,m,1,1,1.043
46,o,o,m,1,1,1.573
46,u,w,m,0,0,2.285
46,g,l,n,0,1,1.18
46,f,k,n,0,1,1.291
46,i,y,n,0,1,1.719
46,u,u,m,1,1,2.217
46,u,u,m,1,1,1.629
46,j,j,n,1,0,1.665
46,f,f,n,1,0,2.28
46,e,z,n,0,1,1.857
46,u,n,n,0,1,1.379
46,a,e,n,0,1,1.451
46,t,t,m,1,1,1.699
46,s,b,n,0,1,1.939
46,d,d,m,1,1,1.403
46,j,j,n,1,0,1.543
46,t,t,m,1,1,1.618
46,d,d,m,1,1,1.349
46,b,b,m,1,1,1.451
46,y,y,m,1,1,1.707
46,e,e,m,1,1,1.867
46,x,x,m,1,1,1.835
46,x,e,n,0,1,1.724
46,w,w,n,1,0,1.619
46,m,q,m,0,0,1.699
46,b,f,n,0,1,1.847
46,w,w,n,1,0,1.098
46,a,a,m,1,1,1.603
46,g,g,m,1,1,1.059
46,m,m,m,1,1,0.67
46,c,c,m,1,1,1.083
46,b,b,m,1,1,0.796
46,k,k,m,1,1,1.627
46,l,y,n,0,1,1.747
46,f,e,n,0,1,1.95
46,f,a,m,0,0,1.612
46,m,p,n,0,1,1.475
46,u,i,n,0,1,1.703
46,g,f,m,0,0,1.6
46,w,x,m,0,0,2.667
46,b,b,m,1,1,1.412
46,w,a,n,0,1,1.637
46,m,m,n,1,0,2.355
46,g,a,n,0,1,1.933
46,r,r,n,1,0,2.714
46,q,q,m,1,1,1.611
46,b,b,m,1,1,2.075
46,i,i,n,1,0,2.211
46,w,w,n,1,0,2.067
46,f,f,m,1,1,2.043
46,q,q,m,1,1,1.715
46,v,z,n,0,1,2.027
46,r,r,m,1,1,1.784
46,d,g,m,0,0,3.137
46,u,u,m,1,1,1.739
47,m,x,m,0,0,4.251
47,q,c,n,0,1,5.059
47,p,p,m,1,1,3.203
47,r,r,m,1,1,3.627
47,w,w,m,1,1,7.746
47,s,o,n,0,1,5.963
47,d,d,m,1,1,6.392
47,s,l,n,0,1,6.521
47,z,h,n,0,1,8.82
47,z,t,m,0,0,6.51
47,t,t,m,1,1,8.949
47,m,m,m,1,1,8.6
47,c,c,n,1,0,7.959
47,q,q,m,1,1,7.258
47,l,l,n,1,0,5.719
47,n,n,m,1,1,8.618
47,u,u,m,1,1,8.067
47,g,e,n,0,1,6.703
47,e,e,n,1,0,5.867
47,w,b,m,0,0,7.292
47,v,v,m,1,1,5.723
47,z,z,m,1,1,6.49
47,l,k,n,0,1,4.347
47,g,g,m,1,1,4.507
47,z,s,n,0,1,7.419
47,p,c,m,0,0,6.411
47,i,i,n,1,0,6.07
47,m,o,m,0,0,9.908
47,m,m,m,1,1,5.954
47,w,w,m,1,1,7.34
47,o,o,m,1,1,7.147
47,r,h,n,0,1,8.024
47,d,d,n,1,0,5.967
47,d,t,n,0,1,7.866
47,l,l,n,1,0,3.195
47,p,m,n,0,1,5.152
47,m,c,n,0,1,5.278
47,u,e,n,0,1,5.948
47,g,g,m,1,1,5.324
47,i,i,n,1,0,8.996
47,r,n,m,0,0,6.341
47,f,s,m,0,0,9.643
47,d,r,m,0,0,8.203
47,r,w,m,0,0,6.239
47,q,u,n,0,1,5.395
47,a,a,n,1,0,3.564
47,v,y,m,0,0,4.243
47,k,k,n,1,0,4.219
47,z,z,m,1,1,4.484
47,p,h,n,0,1,7.107
47,w,m,m,0,0,6.819
47,i,r,m,0,0,6.763
47,r,j,m,0,0,6.603
47,i,q,m,0,0,6.603
47,j,h,m,0,0,6.884
47,p,p,m,1,1,3.039
47,q,q,m,1,1,4.02
47,o,o,m,1,1,4.165
47,w,o,m,0,0,5.476
47,i,w,n,0,1,4.851
47,s,m,n,0,1,7.227
47,u,u,m,1,1,7.163
47,w,w,m,1,1,4.803
47,x,y,m,0,0,5.614
47,t,l,n,0,1,5.274
47,n,u,m,0,0,6.027
47,r,r,m,1,1,7.031
47,z,k,n,0,1,5.628
47,h,h,n,1,0,8.579
47,o,m,m,0,0,6.764
47,p,x,m,0,0,7.576
47,s,x,m,0,0,7.972
47,g,s,n,0,1,8.044
47,z,i,n,0,1,7.637
47,s,y,n,0,1,7.059
47,y,w,m,0,0,8.467
47,e,e,m,1,1,5.955
47,f,v,n,0,1,6.577
47,c,c,n,1,0,9.607
47,y,y,m,1,1,5.103
47,b,b,n,1,0,3.955
47,b,q,n,0,1,3.559
47,k,e,n,0,1,3.443
47,i,i,m,1,1,6.705
47,m,m,n,1,0,6.321
47,r,r,m,1,1,6.83
47,j,j,m,1,1,7.636
47,u,u,m,1,1,6.737
47,d,d,n,1,0,5.908
47,f,w,n,0,1,6.317
47,h,f,n,0,1,4.24
47,x,x,m,1,1,6.795
47,b,p,m,0,0,8.924
47,q,q,m,1,1,4.714
47,q,j,m,0,0,5.574
47,j,k,n,0,1,5.243
47,c,i,n,0,1,4.067
47,h,h,m,1,1,3.611
47,p,g,m,0,0,3.355
47,a,g,n,0,1,2.579
47,q,q,m,1,1,2.044
47,f,j,n,0,1,3.244
47,f,f,m,1,1,4.435
47,n,n,m,1,1,2.652
47,f,z,m,0,0,3.971
47,t,t,m,1,1,3.547
47,v,v,m,1,1,4.115
47,n,n,m,1,1,2.669
47,c,h,m,0,0,6.334
47,d,e,n,0,1,3.347
47,i,v,m,0,0,3.529
47,l,l,n,1,0,3.624
47,m,y,m,0,0,4.307
47,i,p,n,0,1,5.184
47,o,a,n,0,1,2.456
47,v,j,n,0,1,7.12
47,w,p,m,0,0,5.193
47,g,x,m,0,0,4.395
47,i,i,n,1,0,2.512
47,g,g,n,1,0,4.215
47,x,x,m,1,1,3.26
47,v,l,n,0,1,3.516
47,x,u,m,0,0,3.622
47,h,c,n,0,1,3.747
47,c,m,n,0,1,2.875
47,e,o,n,0,1,4.048
47,e,e,n,1,0,4.139
47,w,w,m,1,1,3.451
47,o,o,m,1,1,4.519
47,x,x,m,1,1,5.535
47,j,j,n,1,0,4.238
47,t,v,m,0,0,5.683
47,a,a,n,1,0,2.484
47,l,l,n,1,0,3.312
47,j,j,n,1,0,3.43
47,n,n,n,1,0,7.958
47,v,v,m,1,1,2.803
47,h,h,m,1,1,3.707
47,h,h,n,1,0,4.268
47,k,z,n,0,1,2.379
47,j,i,n,0,1,2.715
47,v,c,n,0,1,2.683
47,o,o,m,1,1,2.412
47,a,a,n,1,0,2.374
47,j,a,n,0,1,5.722
47,q,q,m,1,1,6.179
47,u,u,n,1,0,3.955
47,p,p,m,1,1,2.676
47,h,q,m,0,0,3.211
47,g,w,m,0,0,4.348
47,r,q,m,0,0,4.843
47,w,w,m,1,1,5.055
47,y,a,n,0,1,4.311
47,f,f,n,1,0,3.142
47,e,m,h,0,0,5.164
47,y,y,m,1,1,3.449
47,b,b,n,1,0,2.789
47,m,h,n,0,1,3.059
47,u,u,m,1,1,3.192
47,d,d,n,1,0,2.508
47,r,r,m,1,1,3.65
47,g,p,m,0,0,4.099
47,y,r,m,0,0,4.183
47,m,m,m,1,1,4.284
47,x,j,n,0,1,3.475
47,b,b,n,1,0,3.111
47,f,b,n,0,1,2.272
47,y,y,m,1,1,2.939
47,h,w,n,0,1,4.74
47,m,m,n,1,0,3.419
47,p,p,n,1,0,4.763
47,b,b,n,1,0,3.627
47,z,z,m,1,1,3.625
47,c,y,n,0,1,3.794
47,v,v,m,1,1,2.843
47,c,c,n,1,0,3.419
47,a,a,n,1,0,6.788
47,v,v,m,1,1,2.253
47,z,w,m,0,0,4.295
47,s,s,m,1,1,4.971
47,o,o,m,1,1,3.203
47,l,f,n,0,1,3.819
47,s,s,m,1,1,3.499
47,g,j,m,0,0,4.227
47,l,l,n,1,0,5.049
47,c,t,n,0,1,3.245
47,y,y,m,1,1,2.92
47,a,a,n,1,0,4.823
47,k,k,n,1,0,2.765
47,j,j,m,1,1,3.571
47,m,d,m,0,0,3.229
47,d,v,n,0,1,3.31
47,z,d,n,0,1,6.379
47,q,e,n,0,1,4.726
47,j,j,n,1,0,4.057
47,c,g,n,0,1,3.317
47,c,l,n,0,1,6.155
47,m,s,n,0,1,4.035
47,u,q,m,0,0,4.139
47,p,p,m,1,1,4.068
47,o,h,m,0,0,2.848
47,i,i,n,1,0,2.719
47,y,y,m,1,1,2.708
47,s,s,m,1,1,4.571
47,p,q,m,0,0,5.005
47,m,e,n,0,1,3.529
47,j,s,m,0,0,3.736
47,l,u,n,0,1,3.404
47,k,m,n,0,1,3.918
47,e,e,m,1,1,2.995
47,l,x,m,0,0,5.276
47,e,s,n,0,1,7.412
47,v,u,m,0,0,4.798
47,v,t,m,0,0,4.9
47,x,s,m,0,0,4.78
47,t,t,m,1,1,3.891
47,u,c,n,0,1,5.531
47,k,k,n,1,0,4.595
47,d,y,n,0,1,4.587
47,f,f,n,1,0,6.523
47,c,c,m,1,1,8.987
47,d,l,m,0,0,6.011
47,t,t,m,1,1,4.971
47,f,f,m,1,1,5.027
47,g,g,m,1,1,4.419
47,y,t,m,0,0,5.868
47,w,f,m,0,0,4.531
47,z,z,m,1,1,3.899
47,r,g,m,0,0,3.94
47,e,r,n,0,1,2.867
47,r,r,n,1,0,7.017
47,d,d,n,1,0,9.18
47,l,p,n,0,1,6.003
47,j,p,n,0,1,5.397
47,q,t,m,0,0,3.557
47,k,k,n,1,0,2.871
47,e,e,m,1,1,2.66
47,b,b,m,1,1,3.172
47,n,n,m,1,1,5.811
47,s,s,m,1,1,5.954
47,d,p,n,0,1,4.745
47,x,x,m,1,1,5.395
47,h,h,n,1,0,5.916
47,s,d,m,0,0,9.62
47,x,x,m,1,1,8.388
47,g,m,n,0,1,6.307
47,o,d,n,0,1,7.612
48,z,z,n,1,0,2.443
48,w,w,n,1,0,2.939
48,g,g,n,1,0,3.563
48,y,d,n,0,1,5.475
48,d,d,m,1,1,3.668
48,s,s,n,1,0,2.439
48,g,n,n,0,1,5.443
48,q,q,m,1,1,4.019
48,o,o,m,1,1,4.554
48,n,c,n,0,1,3.627
48,r,p,m,0,0,3.088
48,d,d,n,1,0,4.284
48,z,n,m,0,0,4.379
48,q,m,n,0,1,3.315
48,a,a,m,1,1,4.184
48,d,b,m,0,0,3.859
48,p,p,m,1,1,3.731
48,k,k,m,1,1,3.275
48,f,f,m,1,1,4.15
48,b,j,n,0,1,4.288
48,u,u,m,1,1,3.144
48,o,f,n,0,1,4.332
48,q,q,m,1,1,2.675
48,y,o,m,0,0,3.875
48,g,g,n,1,0,3.691
48,j,o,n,0,1,3.293
48,v,v,m,1,1,3.027
48,b,b,m,1,1,3.155
48,q,y,m,0,0,4.051
48,k,i,n,0,1,3.371
48,j,j,n,1,0,3.299
48,j,j,n,1,0,3.635
48,z,y,n,0,1,3.512
48,z,c,n,0,1,3.771
48,c,j,n,0,1,3.213
48,g,d,m,0,0,2.923
48,q,g,n,0,1,4.331
48,l,l,m,1,1,2.987
48,a,a,m,1,1,2.826
48,f,x,n,0,1,3.075
48,l,s,m,0,0,4.969
48,r,i,n,0,1,2.442
48,d,n,n,0,1,3.123
48,w,w,m,1,1,2.955
48,p,k,m,0,0,3.747
48,q,s,n,0,1,2.579
48,r,r,n,1,0,3.085
48,h,h,n,1,0,3.298
48,r,r,m,1,1,2.955
48,h,p,n,0,1,3.171
48,s,s,m,1,1,2.806
48,x,v,m,0,0,2.725
48,a,a,m,1,1,3.032
48,l,a,n,0,1,4.002
48,k,k,m,1,1,3.415
48,k,c,n,0,1,4.6
48,h,y,n,0,1,3.121
48,w,w,n,1,0,3.035
48,n,x,n,0,1,4.379
48,e,e,m,1,1,2.787
48,o,r,n,0,1,3.563
48,m,m,n,1,0,3.499
48,u,u,m,1,1,3.036
48,a,u,m,0,0,2.864
48,k,s,n,0,1,3.563
48,s,q,n,0,1,2.963
48,e,c,n,0,1,2.934
48,c,c,m,1,1,3.11
48,i,i,m,1,1,4.324
48,d,f,n,0,1,4.139
48,e,e,m,1,1,3.643
48,t,m,m,0,0,2.831
48,h,h,m,1,1,2.275
48,t,t,m,1,1,3.567
48,l,g,n,0,1,2.538
48,z,r,m,0,0,2.971
48,j,j,n,1,0,2.467
48,p,p,n,1,0,2.04
48,v,x,m,0,0,1.755
48,m,m,m,1,1,2.07
48,g,g,m,1,1,2.491
48,b,b,m,1,1,2.664
48,w,v,n,0,1,3.039
48,p,o,n,0,1,3.629
48,c,f,n,0,1,2.102
48,i,i,n,1,0,2.891
48,s,h,n,0,1,2.715
48,w,w,n,1,0,2.367
48,o,w,n,0,1,2.654
48,a,a,m,1,1,4.614
48,z,z,m,1,1,2.857
48,s,s,n,1,0,2.971
48,a,b,n,0,1,3.483
48,n,y,n,0,1,3.243
48,z,z,n,1,0,3.044
48,h,m,n,0,1,4.405
48,a,m,n,0,1,2.022
48,u,l,m,0,0,3.591
48,t,p,n,0,1,2.643
48,r,r,m,1,1,2.467
48,x,d,n,0,1,2.475
48,y,y,m,1,1,3.133
48,g,g,m,1,1,2.129
48,d,d,m,1,1,2.374
48,u,u,m,1,1,2.195
48,p,p,m,1,1,3.166
48,o,o,m,1,1,2.673
48,f,l,n,0,1,2.249
48,d,d,m,1,1,2.81
48,m,m,m,1,1,3.036
48,e,d,m,0,0,2.752
48,p,i,m,0,0,2.851
48,s,p,m,0,0,2.58
48,c,c,n,1,0,2.493
48,r,r,n,1,0,2.131
48,m,k,m,0,0,1.974
48,k,u,m,0,0,1.991
48,f,f,m,1,1,2.459
48,e,e,m,1,1,2.083
48,o,o,m,1,1,2.37
48,b,b,m,1,1,3.921
48,g,g,m,1,1,2.339
48,q,q,n,1,0,3.307
48,p,p,m,1,1,2.634
48,n,n,n,1,0,2.505
48,e,i,m,0,0,2.451
48,f,m,n,0,1,2.411
48,x,x,n,1,0,2.731
48,k,k,m,1,1,2.527
48,r,o,n,0,1,2.579
48,x,x,m,1,1,2.715
48,e,x,n,0,1,2.958
48,e,u,n,0,1,2.542
48,y,c,n,0,1,3.859
48,z,m,m,0,0,2.899
48,v,v,m,1,1,2.491
48,i,i,m,1,1,1.897
48,l,l,m,1,1,2.313
48,y,y,m,1,1,2.243
48,s,s,m,1,1,3.227
48,p,s,m,0,0,3.199
48,p,a,n,0,1,2.775
48,s,w,n,0,1,2.695
48,r,m,n,0,1,3.107
48,i,i,m,1,1,3.043
48,o,o,m,1,1,3.515
48,m,m,n,1,0,2.627
48,j,m,n,0,1,2.801
48,t,d,n,0,1,2.209
48,t,w,n,0,1,2.139
48,j,u,n,0,1,3.035
48,r,r,m,1,1,2.467
48,d,d,m,1,1,2.551
48,t,a,n,0,1,4.104
48,g,k,n,0,1,2.31
48,n,n,m,1,1,2.613
48,h,r,n,0,1,2.339
48,z,e,n,0,1,3.486
48,u,u,n,1,0,3.423
48,c,c,n,1,0,2.673
48,n,n,n,1,0,2.611
48,o,o,m,1,1,2.667
48,u,d,n,0,1,2.755
48,k,g,n,0,1,2.726
48,b,l,n,0,1,1.88
48,q,q,m,1,1,2.702
48,e,k,n,0,1,2.43
48,m,u,m,0,0,2.837
48,q,z,n,0,1,2.313
48,f,h,n,0,1,2.155
48,t,t,n,1,0,2.235
48,o,k,n,0,1,2.683
48,w,s,m,0,0,2.299
48,v,v,m,1,1,3.627
48,a,o,n,0,1,2.653
48,w,q,m,0,0,2.392
48,j,w,n,0,1,3.395
48,z,z,n,1,0,3.363
48,j,d,n,0,1,2.884
48,j,c,n,0,1,2.861
48,n,n,m,1,1,2.657
48,e,e,m,1,1,3.626
48,d,z,m,0,0,3.087
48,c,v,n,0,1,2.603
48,a,p,n,0,1,3.404
48,k,b,n,0,1,3.087
48,w,w,n,1,0,3.664
48,w,t,m,0,0,3.238
48,k,k,m,1,1,2.947
48,s,s,n,1,0,2.875
48,q,b,n,0,1,3.076
48,x,x,m,1,1,2.698
48,i,i,n,1,0,3.035
48,t,e,n,0,1,2.815
48,k,k,m,1,1,2.715
48,m,z,m,0,0,3.987
48,v,k,m,0,0,3.627
48,u,x,m,0,0,2.939
48,f,f,n,1,0,3.011
48,t,t,m,1,1,3.165
48,t,t,m,1,1,2.398
48,c,k,n,0,1,3.349
48,l,l,m,1,1,3.003
48,c,z,n,0,1,3.444
48,h,n,m,0,0,3.13
48,f,f,m,1,1,2.788
48,y,y,m,1,1,3.363
48,v,v,m,1,1,2.92
48,m,m,m,1,1,3.092
48,l,h,m,0,0,2.732
48,c,c,m,1,1,2.968
48,x,x,m,1,1,2.533
48,o,v,m,0,0,2.163
48,b,h,m,0,0,3.826
48,q,q,m,1,1,2.967
48,v,w,n,0,1,2.635
48,p,p,m,1,1,2.758
48,r,x,m,0,0,3.153
48,y,y,m,1,1,2.691
48,a,a,m,1,1,2.763
48,j,v,m,0,0,2.758
48,j,e,n,0,1,2.521
48,q,k,n,0,1,2.471
48,x,x,m,1,1,2.57
48,k,a,n,0,1,3.203
48,a,v,n,0,1,3.488
48,z,o,m,0,0,3.625
48,e,n,n,0,1,2.805
48,f,f,m,1,1,2.531
48,j,j,n,1,0,3.359
48,h,h,m,1,1,2.819
48,h,h,m,1,1,2.715
48,t,t,m,1,1,2.883
48,l,l,m,1,1,3.143
48,h,d,m,0,0,3.123
48,j,q,n,0,1,3.133
48,o,i,n,0,1,3.147
48,b,b,m,1,1,3.373
48,l,t,n,0,1,3.535
48,n,d,n,0,1,2.236
48,q,r,m,0,0,3.22
48,h,h,m,1,1,3.092
48,c,c,m,1,1,3.125
48,y,n,m,0,0,3.571
48,b,g,n,0,1,3.643
48,v,v,m,1,1,3.523
48,g,o,n,0,1,3.411
48,v,o,m,0,0,4.491
48,e,e,m,1,1,2.395
48,z,z,m,1,1,2.949
48,a,y,n,0,1,3.749
48,y,y,m,1,1,3.145
48,b,b,m,1,1,2.488
48,u,u,m,1,1,2.549
48,b,w,n,0,1,2.556
48,j,j,m,1,1,2.763
48,d,a,n,0,1,2.723
48,l,l,m,1,1,3.972
48,n,n,m,1,1,3.635
48,r,b,n,0,1,2.98
49,t,z,m,0,0,4.939
49,w,r,m,0,0,4.787
49,q,q,m,1,1,6.718
49,y,m,m,0,0,6.42
49,s,s,m,1,1,5.42
49,t,t,m,1,1,4.552
49,g,g,m,1,1,4.17
49,b,u,m,0,0,4.024
49,e,e,n,1,0,3.675
49,u,h,m,0,0,5.521
49,m,m,m,1,1,4.466
49,s,i,n,0,1,2.792
49,d,d,m,1,1,4.927
49,w,z,m,0,0,5.167
49,i,i,n,1,0,3.126
49,n,v,m,0,0,4.145
49,c,c,n,1,0,4.179
49,e,e,m,1,1,3.035
49,l,l,m,1,1,4.331
49,h,j,n,0,1,2.446
49,y,g,m,0,0,2.818
49,n,s,m,0,0,3.491
49,i,i,n,1,0,4.971
49,u,r,n,0,1,1.927
49,e,j,n,0,1,2.843
49,q,a,n,0,1,6.732
49,w,n,m,0,0,2.659
49,n,n,m,1,1,2.931
49,z,u,m,0,0,2.083
49,f,f,n,1,0,4.875
49,m,m,m,1,1,3.767
49,s,g,m,0,0,3.387
49,j,j,m,1,1,4.251
49,r,r,n,1,0,3.179
49,u,u,n,1,0,3.45
49,r,u,m,0,0,3.079
49,x,x,m,1,1,3.195
49,e,e,n,1,0,5.643
49,w,w,m,1,1,3.628
49,t,t,m,1,1,2.754
49,c,p,n,0,1,2.989
49,m,g,n,0,1,2.808
49,j,j,m,1,1,2.417
49,b,b,m,1,1,2.509
49,c,c,m,1,1,2.97
49,f,q,m,0,0,3.062
49,e,p,n,0,1,3.793
49,o,y,m,0,0,2.677
49,a,a,n,1,0,2.387
49,j,j,m,1,1,2.213
49,e,e,m,1,1,2.584
49,a,q,m,0,0,2.679
49,s,s,m,1,1,3.295
49,s,s,m,1,1,3.676
49,k,x,n,0,1,4.742
49,y,s,m,0,0,3.115
49,o,t,m,0,0,2.983
49,a,z,n,0,1,2.362
49,f,c,m,0,0,2.219
49,m,m,m,1,1,2.131
49,k,k,m,1,1,2.214
49,b,b,m,1,1,2.451
49,t,x,m,0,0,3.378
49,k,f,m,0,0,1.837
49,o,e,m,0,0,1.847
49,w,i,m,0,0,3.436
49,f,f,m,1,1,2.979
49,i,x,m,0,0,2.547
49,r,r,m,1,1,3.115
49,p,y,m,0,0,2.943
49,m,m,m,1,1,3.355
49,v,e,m,0,0,3.131
49,l,d,m,0,0,2.702
49,l,v,m,0,0,2.732
49,h,h,m,1,1,3.636
49,l,j,m,0,0,2.939
49,j,y,m,0,0,2.715
49,l,l,m,1,1,2.47
49,r,r,n,1,0,5.963
49,z,z,m,1,1,2.251
49,z,z,m,1,1,3.971
49,o,o,m,1,1,3.325
49,n,e,m,0,0,3.324
49,b,c,n,0,1,2.947
49,d,q,m,0,0,2.645
49,y,u,m,0,0,2.886
49,f,f,m,1,1,3.455
49,h,h,m,1,1,2.491
49,r,r,m,1,1,2.444
49,b,b,m,1,1,2.694
49,d,s,n,0,1,2.987
49,z,z,m,1,1,3.148
49,n,t,m,0,0,2.373
49,i,s,m,0,0,2.518
49,e,w,n,0,1,3.386
49,t,f,m,0,0,2.596
49,x,o,m,0,0,3.355
49,v,h,m,0,0,2.811
49,u,u,m,1,1,3.061
49,g,g,m,1,1,3.282
49,d,d,m,1,1,3.165
49,j,l,m,0,0,2.449
49,q,q,n,1,0,2.629
49,s,t,m,0,0,2.595
49,k,k,m,1,1,2.692
49,q,q,m,1,1,2.65
49,s,s,m,1,1,2.531
49,c,c,n,1,0,2.475
49,w,e,m,0,0,2.476
49,h,h,m,1,1,2.643
49,u,m,m,0,0,2.915
49,i,l,m,0,0,3.375
49,a,a,n,1,0,1.846
49,w,w,n,1,0,2.641
49,k,k,n,1,0,2.819
49,p,p,n,1,0,3.555
49,o,x,m,0,0,2.824
49,p,p,m,1,1,2.779
49,h,h,n,1,0,2.771
49,c,d,n,0,1,2.404
49,z,z,m,1,1,2.233
49,q,q,m,1,1,2.565
49,t,t,m,1,1,2.46
49,n,p,m,0,0,2.999
49,y,y,m,1,1,2.833
49,x,x,m,1,1,2.587
49,t,g,m,0,0,2.315
49,d,x,m,0,0,2.727
49,b,b,m,1,1,3.747
49,u,t,m,0,0,3.084
49,o,o,m,1,1,3.986
49,x,g,m,0,0,3.475
49,e,b,m,0,0,3.403
49,n,n,m,1,1,2.655
49,a,a,n,1,0,3.652
49,v,v,m,1,1,2.642
49,l,l,n,1,0,3.357
49,y,q,m,0,0,2.052
49,s,n,m,0,0,3.485
49,j,j,m,1,1,2.972
49,a,c,n,0,1,2.508
49,x,x,m,1,1,2.42
